anime_cast,anime_company,anime_name,anime_region,anime_status,anime_tag,anime_url,anime_view,anime_year 
宫野真守|苍井翔太|大桥彩香|今井麻美|井口裕香|茅原实里|南条爱乃|内田彩|内田真礼|田中美海|小仓唯|小松未可子|小野贤章|野水伊织,,Animelo Summer Live 2015,日本,完结,演唱会,http://www.dilidili.wang/yanchanghui/ASL2015/,最盛大的动漫演唱会,
白石晴香|古川慎|村田太志|大川透|茅野爱衣|名塚佳织|市道真央|田中敦子|小林裕介|竹内良太|子安武人,Triple A|XEBEC|C2C,A.I.C.O. Incarnation,日本,完结,科幻|冒险,http://www.dilidili.wang/anime/aico/,骨头出品，必属____？,2018年4月
飞田展男|福山润|铃村健一|入野自由|神谷浩史|小野大辅|樱井孝宏|远藤绫|中村悠一,,阿松第三季,日本,连载,搞笑|青春,http://www.dilidili.wang/anime/songxiansheng3/,动画《阿松》公开第二期播出决定CM 六兄弟归来,2017年10月
门胁舞以|名塚佳织|伊藤静|植田佳奈,SILVER LINK,魔法少女伊莉雅第3季 无删减版,日本,完结,搞笑|萝莉|百合,http://www.dilidili.wang/anime/prisma-illya3/,喜爱魔法少女的萝莉控们期待吧,2015年7月
门胁舞以|名塚佳织|松来未祐|伊藤静|植田佳奈,SILVER LINK,魔法少女伊莉雅 第二季,日本,完结,搞笑|萝莉|百合,http://www.dilidili.wang/anime/prisma-illya2/,Fate死粉还是要看一看滴。,2014年7月
代永翼|福山润|吉野裕行|能登麻美子|杉田智和|小杉十郎太|游佐浩二|中村悠一,J.C.STAFF,魔力家族,日本,完结,奇幻|恋爱|动作,http://www.dilidili.wang/anime/arcanafamiglia/,J.C.STAFF改编的电视动画,2012年7月
草尾毅|佐佐木望,日昇动画,魔神坛斗士,日本,完结,热血|动作,http://www.dilidili.wang/anime/moshentds/,仁义礼智信，儿时经典,2000年之前
保志总一朗|阪口大助|钉宫理惠|千叶进步|清水爱|根谷美智子|小杉十郎太|小野坂昌也|熊井统子|银河万丈|斋贺光希,,魔兵传奇,日本,完结,机战|冒险|动作,http://www.dilidili.wang/anime/mobingcq/,,2010年之前
冈本信彦|悠木碧|竹达彩奈,,梦色蛋糕师第二季,日本,完结,恋爱|美少女,http://www.dilidili.wang/anime/msdgs2/,根据本作改编的TV动画从2009年10月开始在日本播放，,2010年10月
阿澄佳奈|保志总一朗|大桥彩香|铃木达央|铃村健一|明坂聪美|三森铃子|山本希望|杉田智和|西明日香|小松未可子,,魔法少女？Naria☆Girls,日本,完结,美少女|泡面番,http://www.dilidili.wang/anime/mahosojonaria/,动漫里动漫被腰斩会不会成为神作？,2016年7月
井口裕香,,魔法小恶魔,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/mofaxem/,从天而降的婴儿,2011年10月
茶风林|高木涉|绿川光|子安武人,,谋略运河,日本,完结,科幻|冒险,http://www.dilidili.wang/anime/WILD-SEVEN/,土豪邮轮拯救部队,2010年之前
白井悠介|梅原裕一郎|山本和臣|西山宏太朗|增田俊树,,美男高校地球防卫部 第二季,日本,完结,搞笑|青春,http://www.dilidili.wang/anime/boueibu2/,磨人的小妖精又来了,2016年7月
户松遥|冈本信彦|井口裕香|中井和哉|佐藤利奈,,明日的与一,日本,完结,搞笑|后宫|动作,http://www.dilidili.wang/anime/asunoyoichi/,喜闻乐见的剧情,
,,Munto,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/Munto/,设定奇幻宏大京都首部原创,2010年之前
坂本真绫|代永翼|铃木达央|细谷佳正,,弥留之国的爱丽丝,日本,完结,推理|恐怖,http://www.dilidili.wang/anime/imawanokuni/,拼上性命的“GAME”中寻找出路的残酷物语,2013年7月
堀江由衣|南央美|朴璐美|三木真一郎|森久保祥太郎|野岛裕史|樱井孝宏|远近孝一|子安武人,STUDIO DEEN,魔侦探洛基,日本,完结,推理|冒险|恋爱,http://www.dilidili.wang/anime/mztlj/,奇幻风格的正太侦探,2010年之前
白石凉子|花江夏树|钉宫理惠|福圆美里|嘉数由美|门胁舞以|名塚佳织|杉山纪彰|小西克幸|伊藤静|远藤绫|斋藤千和|植田佳奈|中田让治|诸星堇,SILVER LINK,魔法少女伊莉雅 第四季,日本,完结,搞笑|萝莉|百合,http://www.dilidili.wang/anime/mahosojoyiliya3/,哇哦，我好兴奋啊！,2016年7月
小栗旬,Studio Pierrot,麻辣教师GTO,日本,完结,搞笑|青春,http://www.dilidili.wang/anime/GTO/,娱乐的校园生活,2000年之前
加藤英美里|水桥香织|喜多村英梨|新谷良子|野中蓝|悠木碧|斋藤千和,SHAFT|Synergy SP,魔法少女小圆,日本,完结,萝莉|冒险|奇幻,http://www.dilidili.wang/anime/madoka-magica/,各种黑化崩坏外加战斗少女百合,
加藤英美里|水桥香织|喜多村英梨|野中蓝|悠木碧|斋藤千和,SHAFT,魔法少女小圆剧场版,日本,完结,萝莉|冒险|奇幻|美少女|百合|剧场版,http://www.dilidili.wang/anime/madoka-magicamove/,各种黑化崩坏外加战斗少女百合,
川澄绫子|关智一|嘉数由美|千叶进步|杉田智和|小西克幸|岩男润子|伊藤健太郎,,梦幻妖子,日本,完结,奇幻|恋爱,http://www.dilidili.wang/anime/Ayashi/,日本漫画家渡濑悠宇的漫画作品,2010年之前
关智一|丹下樱|久川绫|熊井统子|绪方惠美|岩男润子,MADHOUSE,魔卡少女樱 日语,日本,完结,冒险|美少女,http://www.dilidili.wang/anime/mokashaonvry/,初代萌王,2000年之前
阿部敦|八代拓|加隈亚衣|间岛淳司|堀江瞬|铃木达央|千本木彩花|五十岚裕美|相坂优歌|新垣樽助,Studio五组|Diomedéa,迷家,日本,完结,恐怖,http://www.dilidili.wang/anime/mijia/,人性的刻画，情感的纠葛，充满悬念的剧情,2016年4月
广桥凉|福圆美里|入野自由|梶裕贵,Hoods Entertainment,谜之彼女X,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/mx/,变态男放学后居然添别人的（看了第一集你就知道了）,
户松遥|丰崎爱生|堀江由衣|茅野爱衣|三瓶由布子|竹达彩奈,,猫神八百万,日本,完结,搞笑|治愈系|百合,http://www.dilidili.wang/anime/maoshen/,不一样的众神。,2011年7月
杉田智和|石田彰|小野大辅,,魔笛MAGI外传 辛巴德的冒险,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/magishaonian/,看少年如何跃升为七海霸主！,2016年4月
广桥凉|大原沙耶香|福圆美里|皆川纯子|金元寿子|三石琴乃|藤井雪代|小清水亚美|野岛健儿|伊藤静|佐藤利奈,,美少女战士crystal 第三季,日本,完结,青春|奇幻|童年|美少女,http://www.dilidili.wang/anime/crystal3/,代表月亮消灭你,2016年4月
宫野真守|关智一|今井麻美|花泽香菜|寺杣昌纪|桃井晴子|田村由加莉|小林优,,命运石之门OVA,日本,完结,游戏|推理|冒险|奇幻,http://www.dilidili.wang/anime/steinsgateova/,中二拯救世界！,2011年4月
坂本千夏,TMS娱乐,猫眼三姐妹,日本,完结,推理|恋爱|动作,http://www.dilidili.wang/anime/maoyansjm/,,2000年之前
阿部敦|冈本信彦|井口裕香|新井里美|佐藤利奈,J.C.STAFF,魔法禁书目录第二季,日本,完结,电击文库|轻小说|后宫|奇幻,http://www.dilidili.wang/anime/project-index2/,掌握了十万三千本究极魔法书的少女与拥有抹杀一切奇迹的神上之手的少年，将面临一系列故事……,2010年10月
朴璐美|岩田光央|樱井孝宏,,美食的俘虏剧场版,日本,连载中,热血|冒险|剧场版,http://www.dilidili.wang/anime/msdfljcb/,美食的俘虏剧场版目前已经有两部。第一部为美食神的超食宝，第二部为美食家的冒险。这部漫画的主题是超强的食欲，追求还没看到的美味，美食家传奇的超大型新连载。,2010年之前
能登麻美子|杉田智和|生天目仁美|小野大辅|野川樱|中原麻衣,SATELIGHT,Muv-Luv ATE,日本,完结,游戏|机战,http://www.dilidili.wang/anime/muv/,和死亡黑标同属muv游戏外传,2012年7月
苍井翔太|村川梨衣|岛崎信长|堀江瞬|市道真央|玄田哲章|诹访彩花|佐藤拓也,,梦幻之星Online2,日本,完结,游戏|奇幻,http://www.dilidili.wang/anime/phantasystar2/,同名网络游戏改编,2016年1月
,TMS娱乐,名侦探柯南剧场版全集,日本,连载中,推理|冒险|童年|恋爱|剧场版,http://www.dilidili.wang/anime/kenanjcb/,柯南剧场版全系列大收录,2000年之前
井上麻里奈|平野绫|杉田智和|神田朱未|小林优|新谷良子|泽城美雪|真田麻美,SHAFT,玛莉亚†狂热,日本,完结,搞笑|恋爱|美少女,http://www.dilidili.wang/anime/MariaHolic/,美少女恋上“美少女”,2010年之前
若井友希|田中美海|西明日香|伊藤美来|斋藤千和,PINE JAM,魔法少女什么的已经够了啦,日本,完结,奇幻|美少女,http://www.dilidili.wang/anime/enoughmagic/,所以要成为泳装美少女,2016年1月
安元洋贵|福山润|江口拓也|鸟海浩辅|山本和臣|柿原彻也|寺岛拓笃|松冈祯丞|小野友树|斋贺光希,动画工房,魔界王子,日本,完结,耽美|游戏|奇幻|乙女,http://www.dilidili.wang/anime/makaiouji/,今千秋BL魂再爆发，耽美剧这真的是耽美剧。,2013年7月
阿部敦|丰崎爱生|花泽香菜|新井里美|佐藤利奈,J.C.STAFF,某科学的超电磁炮S,日本,完结,热血|冒险|奇幻|百合,http://www.dilidili.wang/anime/railgun2/,快看，那里有一个硬币！,2013年4月
川澄绫子|渡边明乃|福井裕佳梨|南央美|生天目仁美|寺岛拓笃|松来未祐|小林优|小清水亚美|伊濑茉莉也|诹访部顺一|佐藤利奈,ZEXCS,魔法学园MA,日本,,搞笑|轻小说|后宫,http://www.dilidili.wang/anime/makademi/,魔法学院里的魔法师候补生,2010年之前
阿部敦|大原沙耶香|丰崎爱生|新井里美|伊藤加奈惠|植田佳奈|佐藤利奈,J.C.STAFF,某科学的超电磁炮,日本,完结,热血|冒险|奇幻|百合,http://www.dilidili.wang/anime/railgun/,充满异能者和魔法师的学园都市,2010年之前
内山夕实|寺岛拓笃|田丸笃志|巽悠衣子|雨宫天|早见沙织|中村悠一|佐藤聪美,MADHOUSE,魔法科高校的劣等生,日本,完结,科幻|装逼|电击文库|冒险|动作,http://www.dilidili.wang/anime/mahouka/,开挂的道路,2011年7月
吉野裕行|鸟海浩辅|游佐浩二|植田佳奈|子安武人,MADHOUSE,魔人侦探食脑奈罗,日本,完结,治愈系|推理|奇幻,http://www.dilidili.wang/anime/bangumi/,侦探类推理动漫。,2010年之前
丰田萌绘|木户衣吹|山崎惠理,,面包带来和平！,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/peace/,原作者emily以前是画本子出身，不知其中是否将带有福利呢？值得绅士们期待,2016年4月
花江夏树|内田真礼|三森铃子|上坂堇,feel.,萌萌侵略者 OUTBREAK COMPANY,日本,完结,搞笑|后宫|美少女,http://www.dilidili.wang/anime/outbreak-company/,一大波萌萌的美少女来袭,2013年10月
户松遥|石原夏织|梶裕贵|小野大辅,A-1 Pictures,魔笛MAGI第二季,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/magi2/,"一千零一夜,阿拉丁",2013年10月
伊藤美来,,Million Doll百万偶像,日本,,青春|泡面番,http://www.dilidili.wang/anime/milliondoll/,偶像的浪潮根本停不下来,2015年7月
阿澄佳奈|井口裕香|日野聪|花泽香菜|喜多村英梨|伊濑茉莉也,feel.,迷茫管家与懦弱的我,日本,完结,搞笑|轻小说|后宫|恋爱,http://www.dilidili.wang/anime/mayochiki/,克服女性恐惧症！,2011年7月
户松遥|大久保瑠美|飞田展男|福山润|堀江由衣|木村良平|花泽香菜|森川智之|森久保祥太郎|石原夏织|水树奈奈|藤原启治|梶裕贵|细谷佳正|小野大辅|小野贤章|樱井孝宏|羽多野涉,A-1 Pictures,魔笛MAGI,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/magi/,阿里巴巴与阿拉丁与一千零一夜,2012年10月
井上麻里奈|高桥美佳子|水树奈奈|田村由加莉|斋藤千和|植田佳奈|中原麻衣,Seven Arcs,魔法少女奈叶StrikerS,日本,完结,冒险|奇幻|美少女,http://www.dilidili.wang/anime/nanoha3/,奈叶的第三部,2010年之前
清水香里|水树奈奈|田村由加莉|植田佳奈,Seven Arcs,魔法少女奈叶A's,日本,完结,冒险|奇幻|美少女,http://www.dilidili.wang/anime/nanoha2/,奈叶的第二部,2010年之前
宫野真守|东山奈央|冈本信彦|濑户麻沙美|铃村健一|中井和哉,MADHOUSE,魔法战争,日本,完结,青春|轻小说|后宫,http://www.dilidili.wang/anime/mahosen/,教练，我想当魔法师！不，不是那个意义上的魔法师……,2014年1月
植田佳奈,Seven Arcs,魔法少女奈叶,日本,完结,冒险|奇幻|美少女,http://www.dilidili.wang/anime/nanoha1/,三年级的小奈叶还是个小萝莉,2010年之前
木村良平|樱井孝宏,,魔性之线,日本,完结,恋爱,http://www.dilidili.wang/anime/devilsline/,吸血鬼与人的跨种族之恋,2018年4月
细谷佳正,TMS娱乐,MEGALO BOX,日本,完结,热血|冒险|动作,http://www.dilidili.wang/anime/megalobox/,,2018年4月
江口拓也,,美男高校地球防卫部 HAPPY KISS！,日本,完结,搞笑|耽美|青春,http://www.dilidili.wang/anime/boueibu3/,磨人的小妖精又又又又又来了！！,2018年4月
户松遥|东山奈央|福山润|神谷浩史|小清水亚美|泽城美雪|斋藤千和,Arms,魔王勇者,日本,已完结,轻小说|冒险|奇幻|恋爱,http://www.dilidili.wang/anime/maoyu-yusha/,魔王与勇者携手改变世界,
濑户麻沙美|茅野爱衣|小林裕介,J.C.STAFF,魔女的使命,日本,完结,搞笑|后宫|恋爱,http://www.dilidili.wang/anime/witch-cw/,面瘫强大女主与软萌少女男主的恋爱,
大地叶|茜屋日海夏,,美妙天堂 第四季,日本,连载,美少女|励志,http://www.dilidili.wang/anime/pripara4/,幼女偶像,2017年4月
阿澄佳奈|大久保瑠美|加藤英美里|茜屋日海夏,,美妙旋律 All Star Selection,日本,完结,美少女,http://www.dilidili.wang/anime/mmxlall/,美妙旋律整个系列，，，，，,
本渡枫|大西沙织|高桥李依,Triple A,漫画女孩,日本,完结,治愈系|百合,http://www.dilidili.wang/anime/comicgirls/,,2018年4月
赤羽根健治|梅原裕一郎|鸟海浩辅|三浦祥朗|山谷祥生|杉田智和|武内骏辅|小西克幸|小野贤章|新垣樽助|增田俊树,,美男战国 穿越时空却未能开始恋爱,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/mnzgcyskqwmksla/,穿越时空却未能开始恋爱,2017年7月
关智一|丹下樱|久川绫|熊井统子|绪方惠美|岩男润子|野上尤加奈|佐佐木望,,魔卡少女樱剧场版合集,日本,完结,冒险|美少女|剧场版,http://www.dilidili.wang/anime/mokashaonvryoad/,一口口冰冷的狗粮砸得你生活不能自理,
根谷美智子|松本梨香|椎名碧流,,秘境探险OVA,日本,完结,搞笑|冒险|奇幻,http://www.dilidili.wang/anime/mjtxova/,,2000年之前
荒浪和沙|井上喜久子|久保由利香|麦人|千叶繁|石见舞菜香|水濑祈|田所梓|小杉十郎太|佐藤聪美|佐藤利奈,SATELIGHT|C2C,末日时在做什么？有没有空？可以来拯救吗？,日本,完结,轻小说|冒险|奇幻,http://www.dilidili.wang/anime/mrszzsm/,描绘妖精少女与人类青年共同经历的日子。,2017年4月
茜屋日海夏,,魔法少女网站,日本,完结,奇幻|美少女,http://www.dilidili.wang/anime/mahoushoujyo/,新的魔法少女，就此见见参。,2018年4月
花江夏树|门胁舞以|名塚佳织|杉山纪彰|下屋则子|小山力也|中田让治,SILVER LINK,魔法少女伊莉雅剧场版,日本,完结,搞笑|奇幻|剧场版,http://www.dilidili.wang/anime/yiriyajcb/,“我想我可以说出来了。我与美游的……至今为止的故事”,
苍井翔太|大桥贤一郎|丰永利行|增田俊树,,MARGINAL#4,日本,完结,青春|乙女,http://www.dilidili.wang/anime/marginal4/,让我们的爱传达至银河,2017年1月
茜屋日海夏|若井友希,,美妙天堂剧场版,日本,完结,美少女|励志|剧场版,http://www.dilidili.wang/anime/priparajcb/,偶像团体的出道之路,2016年1月
大坪由佳|茅野爱衣|内田彩|内田真礼|佐仓绫音,,漫研部第三季,日本,完结,搞笑|泡面番|乙女,http://www.dilidili.wang/anime/takeshobo3/,关于漫研部的日常,2017年1月
,,艾尔之光,,连载,游戏|冒险,http://www.dilidili.wang/anime/aoerzg/,因为是韩国公司做的所以是韩语发音,
大空直美|荒浪和沙|木户衣吹|山崎惠理|小松未可子,,喵咪DAYS,日本,完结,治愈系|青春|美少女,http://www.dilidili.wang/anime/nekodays/,猫奴福利,2017年1月
